,title,author,date,tag,collection,transmit,comments,songs,play
232,日子需要我们积极向上,vft01d,2021-09-27,华语-治愈-感动,2236,19,11,53,236794
233,升十级专属歌单 也就八千来首,孟琦爱吃辣,2021-09-17,华语-流行-说唱,2450,69,57,8932,221393
234,“热情有限 爱需及时”,白开水o4,2021-11-07,华语-伤感-流行,2967,146,5,105,226109
235,满级人类必备歌单,清秀超级秀,2021-09-18,流行-运动,3956,14,43,44,247823
236,「STUDY WITH ME」百利冰咖啡般的学习,硝糖反应给爷死,2021-09-03,学习-孤独-伤感,3523,27,47,41,217562
237,「 粤 语 专 场 」什么时候开始喜欢他的呢,Candytone,2021-08-23,华语-粤语-流行,1645,27,7,99,222552
238,我哭，全世界只有我哭,全世界只有我哭,2021-11-07,流行-伤感-夜晚,3602,108,15,76,204185
239,在感情中我只希望被对得起,Dung_vB1g,2021-08-31,流行-夜晚-伤感,2839,231,23,57,235333
240,“既然要走，就别强留”,绿-豆仙,2021-11-06,流行-伤感-治愈,2714,125,7,79,206306
241,【俄语】不动声色的体贴和偏袒更让人沦陷,关泥咩事,2021-07-31,酒吧-欧美,3075,40,17,244,210418
242,在你心里我怎么那么好忘,琛崽家的小祖宗朵児M_,2021-11-17,流行-伤感-治愈,2124,142,2,41,196688
243,《满级人类专用》,笑笑先生_cVka,2021-10-09,流行-快乐-网络歌曲,3372,15,17,24,239142
244,爱别人要适可而止，爱自己要尽心尽力,x9w658,2021-09-26,古风-经典-流行,1563,18,8,57,201170
245,有些人注定是用来成长的,GreenDou豆子,2021-11-06,流行-华语-伤感,2856,131,6,54,207629
246,纯音乐｜做一个好好学习的孩纸,星星不会发光的地方,2021-12-02,轻音乐-夜晚-学习,2238,6,4,1664,199015
247,作曲家林轩100首音乐企划|一起见证美好诞生,作曲家林轩,2021-12-05,另类/独立-影视原声,733,分享,评论,19,190477
248,冬日温情，希望这个冬天不会再有遗憾,浮丨光,2021-10-30,华语-夜晚-治愈,2741,50,99,40,192816
249,动画《英雄联盟 双城之战》BGM/OST,MRDavidChen,2021-11-07,欧美-影视原声-游戏,2918,20,31,40,211346
250,旋律说唱｜超炸超甜的hook,张以晨_,2021-09-18,华语-流行-说唱,2360,26,14,77,202262
251,听着悲伤的歌，留着痛心的泪。,苒笑倾城,2021-12-02,华语-流行-伤感,2949,130,3,26,208721
252,“花一定会再开”,一个被嫌弃大憨憨,2021-08-31,世界音乐-伤感-治愈,4427,139,50,66,213656
253,『 VLOG美學 』做浪漫的生活藝術家,Soul_Forcer,2021-09-07,欧美-另类/独立-浪漫,5236,707,27,222,207671
254,【治愈晚风 让我做你的天使】,c59vz11kmq,2021-09-28,华语-流行-伤感,1246,12,2,214,206487
255,“好多喜欢藏在欲言又止里”,是庚野啊,2021-11-06,华语-流行-伤感,2675,128,1,60,191287
256,EDG牛逼战歌丨自信既巅峰,签签大碗牢饭,2021-09-12,游戏-欧美-电子,1573,13,25,105,208839
257,时光音乐会｜第1-10期合辑,烟火E清欢,2021-11-12,华语-怀旧-综艺,8720,50,46,69,517371
258,Keshi是温柔本身,陪凡崽看日落la,2021-08-24,欧美-清晨,3170,41,58,35,193891
259,曹芬最全BGM☚实时更新,杂狗切糕,2021-09-11,电子-流行-夜晚,2175,18,37,165,204156
260,JayChou-周杰倫,蒙太奇Re,2021-11-13,华语-流行-安静,6739,125,62,109,280495
261,那些色汽又好听的英文歌,Toao-C,2021-11-17,欧美-流行-性感,2395,522,75,172,181833
262,願有人永遠陪你浪跡天涯。,97Christopher,2021-11-10,伤感-孤独-华语,2662,124,3,86,183664
263,【纯音乐】我知道你最近很累‖钢琴,从此勿喜,2021-09-08,轻音乐-治愈-放松,2075,250,8,33,315775
264,即刻入眠曲：30分钟熟睡宝典,步行街第七个你,2021-09-09,轻音乐-夜晚-治愈,2349,46,4,33,182081
265,无法拥有的人要好好道别,不再犹豫_czEt,2021-11-27,华语-流行-伤感,3062,11,8,143,187688
266,美式情歌丨坠入月亮舞池,银河味苏打,2021-09-13,欧美-流行-浪漫,4609,61,22,27,195533
267,Kunda Bir Usul维吾尔舞蹈,Adil_Abdulla,2021-11-19,小语种-民族-舞曲,4720,5,评论,58,183681
268,[欧美推荐] 宝藏歌单 超级奶斯,歌带,2021-08-29,欧美-流行-放松,1918,31,6,1413,196382
269,私藏集丨超好听的温柔翻唱鸭,雪倾星月,2021-11-07,华语-流行-翻唱,2430,119,3,364,179779
270,「超神押韵」不晃不行 持续更新 后面更精彩,RyanZ阿郑,2021-11-21,说唱-华语-欧美,3130,114,6,107,186222
271,荣幸是什么，是江河三千遇见你,gReceYME,2021-11-28,华语-流行-伤感,1047,8,6,119,200581
272,欧美解忧店·以温柔撰写年少心事,星隕川,2021-08-31,欧美-流行-00后,2005,36,17,363,176092
273,陪我｜在那些糟糕的日子里,引力萬遊,2021-11-12,华语-流行-伤感,2617,398,1,45,161963
274,愿有一人，念你冷暖，懂你悲欢,小婷小婷爱情诗-_-,2021-12-02,华语-流行-伤感,3602,155,1,25,173710
275,待浮花浪蕊俱尽，伴君幽独,想昵称想得头大,2021-11-10,夜晚-孤独-伤感,1450,6,2,573,159181
276,【卧室小调】慵懒昏暗必备|红酒配星光,JACKDAW少女,2021-09-16,欧美-放松-夜晚,2348,20,5,40,163017
277,哭够了？滚吧记得关门,小叉子XX,2021-10-03,华语-说唱-伤感,2293,129,7,80,159069
278,甜度超标！给生活来点糖吧,算命的去挖坟,2021-11-14,华语-流行-兴奋,2444,114,8,87,164344
279,橘色心情｜驾车飞驰在黄昏下的日落大道,Evelauren,2021-08-27,欧美-驾车-旅行,3245,50,25,31,168658
280,“进来看看吧，这些比爱情有意思多了”,鸡歪JWoods,2021-11-24,华语-流行-电子,2518,119,7,58,163227
281,真正喜欢过的人根本就忘不掉吧,Ginuzi,2021-09-07,榜单-伤感-流行,1653,20,27,228,173971
282,寂静纯音 | 可以期待满天繁星相伴,口味_grRR,2021-12-04,轻音乐-学习-工作,1916,1,3,55,153256
283,神明说爱意逃不过。,Copankp,2021-11-04,华语-流行-说唱,2439,133,评论,430,158204
284,那些好听到爆炸的歌曲,Nyomi是奶油米,2021-11-22,华语-流行-思念,2457,115,2,47,159674
285,说唱|国产朋克摇滚说唱 pop punk宝藏库,芋泥大熊,2021-12-04,华语-说唱-摇滚,3996,134,5,80,163252
286,私藏推荐·温柔到骨子里的翻唱集鸭,鱼丸墨水,2021-11-16,华语-流行-网络歌曲,2308,147,4,349,187621
287,RAP|用说唱让你小鹿砰砰乱撞,妳的一笑哥哥,2021-12-04,说唱-流行-浪漫,2543,117,1,68,155629
288,治愈生活的苦辣酸甜，这里都是心底的回响,皓缘是只巨蟹,2021-11-29,治愈-华语-流行,2294,138,4,126,160106
289,单曲循环的歌词里满是遗憾,对我会愧疚吗,2021-11-09,夜晚-伤感-孤独,2304,120,3,176,151207
290,【乌兹别克歌手】Alisher Zokirov,AlisherOfficial,2021-11-13,小语种-流行-民族,1813,5,评论,121,172698
291,yihuik苡慧,Flas1hg_memory,2021-09-28,清新-放松-浪漫,2929,38,14,32,181547
292,耳间森林 | 舒缓纯音伴你入眠,云村村民163746913233883,2021-12-04,轻音乐-学习-工作,3074,381,1,54,146461
293,情绪‖孤独‖深夜‖Emo系列,GHYKD,2021-10-12,孤独-轻音乐-欧美,4111,136,101,66,164159
294,“愛 會 消 失 嗎”,我想你很久很久了,2021-10-11,流行-感动-治愈,298,25,5,66,160400
295,《再见爱人》BGM合集,再见爱人2021,2021-09-29,流行-治愈-综艺,4288,45,36,371,148808
296,辣 妹 请 坐 在 我 的 副 驾,里氨,2021-10-27,欧美-夜晚-驾车,1409,59,12,58,147397
297,边路专属循环BGM,是你留的泪晕,2021-12-03,伤感-感动-思念,2267,124,评论,71,149854
298,欧美｜摇摆旋律 循环自嗨,XavierArca,2021-10-22,欧美-流行-酒吧,2319,114,2,67,146624
299,[绝美人声+完美电音]好听到哭出声来,PG-CHENG,2021-10-30,电子-夜晚-运动,2285,122,3,76,147872
300,及时止损的爱 还是爱吗,宇翊-kay,2021-12-03,华语-流行-伤感,2340,131,5,45,150304
301,世界不及你有趣,JameHuang,2021-11-16,华语-流行-治愈,2340,116,评论,55,145307
302,日语‖那些听着都忍不住唱起来的歌曲,一鹿饮溪一,2021-09-11,日语-ACG-流行,2237,17,37,81,147292
303,人啊，最怕突然听懂了一首歌,ONTTIIMM,2021-11-17,华语-流行-孤独,2254,123,1,87,140203
304,崩坏三五周年音乐会【星火流音】,无聊的阿比,2021-10-05,电子-游戏-ACG,6805,10,66,29,172274
305,ᴇᴀ⁷最棒的抖腿车载,LiriCam,2021-10-11,电子-舞曲-驾车,1883,8,1,505,166629
306,“温柔扑了个空 把心跌碎了”,泉安,2021-11-07,华语-流行-伤感,2351,117,评论,22,140702
307,有些事转身就是一辈子,是Jsh啊,2021-11-09,华语-流行-伤感,2256,122,评论,55,136793
308,开口秒知曲名摇滚经典50首,中卫鲍伊,2021-08-25,欧美-摇滚-经典,3121,121,131,49,143689
309,『纯音自习计划｜阅读｜ 静心｜放松』,N997a,2021-10-30,流行-轻音乐-治愈,3476,119,6,80,139346
310,〖温柔Lofi〗余晖暖暖，星光闪闪,更汗的887,2021-12-12,轻音乐-工作-学习,3387,46,评论,130,133252
311,『国风纯音』宫商角徵 史诗震撼 恢弘大气,路南,2021-10-04,古风-影视原声-游戏,4022,13,1,32,138342
312,小众欧美歌单 | 入耳即跪，温柔又好听,浩瑄Acme,2021-12-08,欧美-流行-治愈,3732,136,26,74,136318
313,GameStyle游戏助燃剂,西夜隐人,2021-11-22,电子-舞曲-游戏,2275,111,2,59,135860
314,华语情歌 | 爱意如晚霞渐暖渐浓,贝克克_,2021-12-08,华语-思念-流行,762,4,3,50,146305
315,都会有遗憾的对吧（持续更新）,你开心的话忘了我也没关系呀,2021-11-09,孤独-伤感-华语,1329,505,3,81,140425
316,一个天蝎座的听歌列表,可乐配你的,2021-11-02,华语-流行-伤感,1944,3,7,147,131374
317,2022年即将火爆全网的听歌列表(持更),花柒祝大家2022暴富-柒声,2021-12-08,华语-流行-浪漫,3433,126,8,45,159397
318,眼中尽是你对我的辜负.,乐忘机,2021-11-07,华语-流行-伤感,2519,135,1,123,140992
319,你会爱上这个歌单②,赶海少女,2021-11-11,流行-治愈,1302,21,5,1401,141853
320,【心碎俱乐部】我们见过最后一面了,dear___Emily,2021-11-18,华语-流行-伤感,2231,120,3,158,128656
321,让你心动的说唱伴奏rap beat,ZiJianHan,2021-11-06,流行-说唱-清新,2341,119,2,43,126628
322,你是在听歌，还是在听自己支离破碎的情绪,TeMpT-y,2021-11-13,华语-流行-伤感,1915,117,6,73,166209
323,漂泊幻象中的灵魂,Tjjy_7,2021-11-21,流行-影视原声-小语种,7825,8,1,163,133247
324,做个可爱的人，不烦世事，满心欢喜,你说你不要了,2021-11-23,华语-夜晚-流行,2098,6,1,97,125582
325,2021全美音乐奖AMA提名名单,欧美音乐杂货铺,2021-10-29,欧美-榜单,1150,18,15,73,137712
326,一个双子座的听歌列表,你是我的千金4,2021-11-02,华语-流行-伤感,1596,2,1,151,123722
327,G-Dragon | 潮流音乐艺术家,云音乐VIP,2021-08-16,韩语-流行-说唱,2189,13,25,66,139501
328,与其仓皇的追赶日落，不如静待满天繁星,来图_NvBX,2021-12-05,华语-流行-伤感,3274,18,6,121,226873
329,你终于在我生命中暗了下来,温子琛,2021-11-06,伤感-流行-华语,2296,115,2,49,123575
330,爆燃说唱｜炸裂技术流教学,DOGGYE-,2021-11-28,说唱,2232,121,1,17,122168
331,《原神》生日会－原声大碟（2021）,皑尘与雪影,2021-09-26,治愈-ACG-游戏,4314,18,83,56,130748
332,连见面都奢侈的关系，你告诉我该怎么去维系,小彬林彡,2021-11-07,华语-流行-伤感,2313,129,2,37,120647
333,怪我无能 没能留住你,白开水o1,2021-11-07,华语-流行-伤感,2312,136,评论,122,122063
334,Lofi低保真 | 舒展在复古中,林楠萌,2021-12-12,轻音乐-学习-下午茶,1751,39,1,113,121651
335,南北党看过来啊（天依和阿绫的绝美合集）,xbcrystalheart,2021-11-14,华语-ACG-清新,2501,120,19,3313,120555
336,“好好生活 以后没我”,爱喝奶昔o1,2021-11-07,华语-流行-伤感,2244,131,评论,120,121836
337,【中文说唱】那些让人无法抵触的歌曲,blackface2049,2021-11-17,华语-说唱-R&B/Soul,3642,1,3,43,119761
338,电影《梅艳芳》,告白气球v,2021-11-01,影视原声-华语-粤语,1542,40,26,34,124075
339,一个只有狮子座才能听懂的听歌列表,找不到我了吧笨蛋m,2021-11-18,华语-流行-伤感,1893,23,28,122,180926
340,撩妹情话||他日若遂凌云志 一日玩遍长安花,豉汁排骨,2021-12-06,华语-流行,3795,2,2,30,122357
341,2021.10.16张杰未LIVE-曜·北斗演唱会苏州,AMYoung_,2021-10-14,华语-经典,1830,39,31,40,123100
342,『纯音/轻音』天雨流芳,虚逐往,2021-12-07,轻音乐-学习-ACG,5057,3,评论,93,115087
343,灵魂火热|国产摇滚点亮生命史诗,不二大叔呀,2021-10-13,华语-摇滚-浪漫,1164,16,4,44,120773
344,写作业学习歌单（恋爱学霸可兼得）,挽子子,2021-10-17,华语-学习-00后,991,14,12,1135,114410
345,别再等了，听完这些歌也该放下了.,知晏的小跟班,2021-11-09,夜晚-伤感-孤独,5208,9,6,108,125183
346,总有人山高路远为你而来,小刘同学刘柏新,2021-12-14,华语-流行,2401,分享,1,83,114982
347,Home Party • 电子狂欢派对,DisWolf,2021-12-07,电子-酒吧-快乐,4993,3,评论,32,111428
348,我们恋爱吧第三季丨BGM合集丨背景音乐,平凡至极又帅气非常c,2021-10-06,浪漫-综艺-流行,3633,41,81,372,126859
349,【纯音乐】不念过去，不惧未来，勇敢的启程,L杨o,2021-12-09,轻音乐-旅行-思念,2523,55,评论,102,241801
350,喜欢简单的事干净的东西,nw13127h17,2021-09-29,轻音乐-清晨-怀旧,1402,7,3,56,110219
351,如果当时忍住做朋友就好了,快提醒我做作业,2021-12-14,华语-流行,2425,3,评论,55,115040
352,刷到此歌单一夜暴富,被雪飘过De夏天,2021-11-18,流行-工作,1311,23,19,2254,210452
353,经典粤语丨怀念旧时光 岁月留声,_比我糟糕嘛,2021-09-06,华语-流行-怀旧,957,14,5,63,145944
354,韩综 | 街头女战士 Street Woman Fighter,咕噜咕噜v-,2021-09-08,舞曲-欧美-韩语,1510,6,5,164,113848
355,PANTHEPACK,Beats,2021-11-26,华语-流行,10183,1015,504,15,115448
356,【私藏歌单】宝藏华语歌单！伤感录～,佛系音乐藏家,2021-09-13,华语-伤感-感动,3433,18,27,207,137859
357,《机智的医生生活》第二季 韩剧OST合集,姐姐珍-,2021-08-25,韩语-治愈-快乐,1576,14,4,32,110446
358,聂可以 翻歌合集,黑小孩C_,2021-10-09,华语-快乐-翻唱,889,5,9,66,109173
359,上戏416女团（无纯音乐）,以遥,2021-09-22,华语-古风,2222,7,21,65,106934
360,虽然我会怀念，但是不会回头了,饼饼今天学习了嘛,2021-12-07,说唱-流行-夜晚,2375,125,1,97,104578
361,分开之后，哪里都是你,Yasahime,2021-12-01,华语-流行-伤感,1693,623,5,39,141353
362,电视剧《一生一世》《周生如故》原声OST,库库艾吖,2021-09-16,影视原声-华语,1019,6,6,17,108812
363,lofi/蒸汽波|包裹耳朵的游离音符,天赋异禀噢,2021-12-12,轻音乐-学习-工作,655,40,评论,112,99395
364,打游戏听电子丨长路漫漫丨唯剑作伴,妙画主文尽天艺,2021-10-16,电子-舞曲-游戏,895,4,4,75,101147
365,「白日梦患者」依旧是半梦半醒,渝淮安,2021-08-06,日语-欧美-华语,2422,14,23,415,105876
366,冬天的第一杯热咖啡和耳机里第一首歌,芸芸小众生,2021-10-29,华语-流行-下午茶,3210,3,1,23,97854
367,学习模式开启，这轻音歌单就够了,云村村民163551316701932,2021-12-07,轻音乐-学习-工作,1221,674,2,41,97295
368,微醺时应该跳舞,热烈水波,2021-09-14,夜晚-浪漫,3088,34,13,52,95552
369,绝望的人不轻易悲伤，快乐的人只能故作坚强,宇智波斑_xwz,2021-11-23,华语-民谣,321,5,4,29,92927
370,纯音乐 我们都是孤勇者,以最卑微的世界想念你,2021-12-10,轻音乐-怀旧-伤感,4286,86,1,79,91277
371,艺术之魂丨电影中那些至美的「肖邦时刻」,丨IIIIIIIIII丨,2021-10-14,欧美-古典-钢琴,1074,18,5,39,92381
372,落日沉溺于橘色的海 晚风沦陷于赤诚的爱,拾光浅川,2021-10-18,华语-流行-治愈,756,11,6,42,89248
373,当我在地铁上误连别人的手机蓝牙后 七宝酥,Elena冰澜,2021-09-19,乡村-欧美-华语,3621,108,109,33,91092
374,红眼BGM＋猎杀时刻加满级人类『红眼』,海默-肖恩-,2021-09-10,流行-放松-网络歌曲,1852,13,13,302,157171
375,“戴上耳机，享受雨的宁静”,冷凌Lonely,2021-09-07,轻音乐-学习-午休,1781,754,13,28,89912
376,【Pitchfork】2021年度最佳百首单曲,恣肆丹青,2021-12-06,欧美-榜单-流行,698,19,8,100,84019
377,在日落大道浪漫出逃 除了风没有别人知道,北方易先生,2021-11-02,华语-流行,389,6,3,30,82066
378,「治愈集」温柔是通往人心最柔软处的捷径,四季里的懒睡猫,2021-12-09,华语-流行-治愈,542,2,6,38,100882
379,NME杂志：2021年最好的50首单曲,E3-c7,2021-12-07,欧美-流行-另类/独立,609,10,9,50,80852
380,街头女战士综艺bgm,77牌多肉少女,2021-09-05,舞曲-综艺,985,5,9,116,83578
381,2021全网最火流行歌曲一键收听（更新快）,僵尸KlNG,2021-11-29,华语-流行-网络歌曲,579,3,1,370,116804
382,韩语|冬季来一杯暖暖的栗子泥牛乳茶,辣条研究所所长,2021-11-01,韩语-下午茶-治愈,891,12,17,28,76409
383,【浓情爵士】烟云已过，纵享黄昏,鼠一属二,2021-09-29,欧美-爵士-浪漫,1071,23,9,62,96779
384,【伤感纯音乐】别忘了你还可以回家,雨落声下,2021-09-12,轻音乐-伤感-思念,1678,255,9,36,78752
385,考研政治记忆神曲,turbo1Z,2021-10-28,学习,4585,103,14,19,85569
386,民谣女声：远走他乡，唱着一路故事,禾鲸文化,2021-10-11,华语-民谣-治愈,685,304,3,40,75775
387,台剧《俗女养成记》全两季原声带,讓抱抱爆破了泡泡,2021-09-15,华语-快乐-影视原声,1510,28,12,17,77543
388,设计，劲动随心。激情“音”你所属。,捷尼赛思中国,2021-11-04,摇滚-驾车-兴奋,2948,1306,777,15,585924
389,☆梦幻 摇滚 浪漫‖日落 愚蠢的晚霞 我和你,revoltion,2021-11-17,安静-午休-摇滚,697,4,6,62,71377
390,没有光的地方，影子都会离开.,在深夜说句晚安,2021-10-29,华语-流行-伤感,1423,118,6,98,86816
391,元气曲丨浪漫是永不过时的快乐源泉,全球晚睡大赛冠军,2021-11-26,华语-浪漫-快乐,365,7,6,21,72658
392,恋人心绪 | 揣摩温柔降落的线索,来我厨房,2021-12-07,华语-流行-浪漫,253,5,5,44,71344
